Full Path,Mandatory/Optional,Data Type,Structure,Constraints,Enum Values,Description,Ref,Array Info
ITR2.ScheduleFA.DetailsImmovableProperty[].IncTaxAmt,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999; default=0,,,,
ITR2.ScheduleFA.DetailsImmovableProperty[].IncTaxSch,Mandatory,object,Nested Object,,"SA, HP, CG, OS, EI, NI",SA - Salary; HP - House Property; CG - Capital Gains; OS - Other Sources; EI - Exempt Income; NI - No Income during the year, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsImmovableProperty[].IncTaxSchNo,Mandatory,object,Nested Object,maxLength=50; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOthAssets,Optional,array,Array,,,,,items: object
ITR2.ScheduleFA.DetailsOthAssets[].CountryName,Mandatory,object,Nested Object,maxLength=55; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOthAssets[].CountryCodeExcludingIndia,Mandatory,object,Nested Object,,"93, 1001, 355, 213, 684, 376, 244, 1264, 1010, 1268, 54, 374, 297, 61, 43, 994, 1242, 973, 880, 1246 ... (+229 more)",93:AFGHANISTAN; 1001:ÅLAND ISLANDS; 355:ALBANIA; 213:ALGERIA; 684:AMERICAN SAMOA; 376:ANDORRA; 244:ANGOLA; 1264:ANGUILLA; 1010:ANTARCTICA; 1268:ANTIGUA AND BARBUDA; 54:ARGENTINA; 374:ARMENIA; 297:ARUB,CountryCodeExcludingIndia (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOthAssets[].ZipCode,Mandatory,object,Nested Object,maxLength=8; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOthAssets[].NatureOfAsset,Mandatory,object,Nested Object,maxLength=100; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOthAssets[].Ownership,Mandatory,object,Nested Object,,"DIRECT, BENEFICIAL_OWNER, BENIFICIARY",, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOthAssets[].DateOfAcq,Mandatory,string,Scalar,pattern=([12]\d{3}-(0[1-9]|1[0-2])-(0[1-9]|[12]\d|3[01])),,Date in YYYY-MM-DD format,,
ITR2.ScheduleFA.DetailsOthAssets[].TotalInvestment,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.ScheduleFA.DetailsOthAssets[].IncDrvAsset,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleFA.DetailsOthAssets[].NatureOfInc,Mandatory,object,Nested Object,maxLength=100; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOthAssets[].IncTaxAmt,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999; default=0,,,,
ITR2.ScheduleFA.DetailsOthAssets[].IncTaxSch,Mandatory,object,Nested Object,,"SA, HP, CG, OS, EI, NI",SA - Salary; HP - House Property; CG - Capital Gains; OS - Other Sources; EI - Exempt Income; NI - No Income during the year, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOthAssets[].IncTaxSchNo,Mandatory,object,Nested Object,maxLength=50; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfAccntsHvngSigningAuth,Optional,array,Array,,,,,items: object
ITR2.ScheduleFA.DetailsOfAccntsHvngSigningAuth[].NameOfInstitution,Mandatory,object,Nested Object,maxLength=125; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfAccntsHvngSigningAuth[].AddressOfInstitution,Mandatory,object,Nested Object,maxLength=200; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfAccntsHvngSigningAuth[].CountryName,Mandatory,object,Nested Object,maxLength=55; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfAccntsHvngSigningAuth[].CountryCodeExcludingIndia,Mandatory,object,Nested Object,,"93, 1001, 355, 213, 684, 376, 244, 1264, 1010, 1268, 54, 374, 297, 61, 43, 994, 1242, 973, 880, 1246 ... (+229 more)",93:AFGHANISTAN; 1001:ÅLAND ISLANDS; 355:ALBANIA; 213:ALGERIA; 684:AMERICAN SAMOA; 376:ANDORRA; 244:ANGOLA; 1264:ANGUILLA; 1010:ANTARCTICA; 1268:ANTIGUA AND BARBUDA; 54:ARGENTINA; 374:ARMENIA; 297:ARUB,CountryCodeExcludingIndia (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfAccntsHvngSigningAuth[].ZipCode,Mandatory,object,Nested Object,maxLength=8; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfAccntsHvngSigningAuth[].NameMentionedInAccnt,Mandatory,object,Nested Object,maxLength=125; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfAccntsHvngSigningAuth[].InstitutionAccountNumber,Mandatory,object,Nested Object,maxLength=34; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfAccntsHvngSigningAuth[].PeakBalanceOrInvestment,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999; default=0,,,,
ITR2.ScheduleFA.DetailsOfAccntsHvngSigningAuth[].IncAccuredTaxFlag,Mandatory,object,Nested Object,,"Y, N",Y - Yes; N - No, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfAccntsHvngSigningAuth[].IncAccuredInAcc,Optional,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleFA.DetailsOfAccntsHvngSigningAuth[].IncOfferedAmt,Optional,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleFA.DetailsOfAccntsHvngSigningAuth[].IncOfferedSch,Optional,object,Nested Object,,"SA, HP, CG, OS, EI, NI",SA - Salary; HP - House Property; CG - Capital Gains; OS - Other Sources; EI - Exempt Income; NI - No Income during the year, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfAccntsHvngSigningAuth[].IncOfferedSchNo,Optional,object,Nested Object,maxLength=50,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfTrustOutIndiaTrustee,Optional,array,Array,,,,,items: object
ITR2.ScheduleFA.DetailsOfTrustOutIndiaTrustee[].CountryName,Mandatory,object,Nested Object,maxLength=55; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfTrustOutIndiaTrustee[].CountryCodeExcludingIndia,Mandatory,object,Nested Object,,"93, 1001, 355, 213, 684, 376, 244, 1264, 1010, 1268, 54, 374, 297, 61, 43, 994, 1242, 973, 880, 1246 ... (+229 more)",93:AFGHANISTAN; 1001:ÅLAND ISLANDS; 355:ALBANIA; 213:ALGERIA; 684:AMERICAN SAMOA; 376:ANDORRA; 244:ANGOLA; 1264:ANGUILLA; 1010:ANTARCTICA; 1268:ANTIGUA AND BARBUDA; 54:ARGENTINA; 374:ARMENIA; 297:ARUB,CountryCodeExcludingIndia (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfTrustOutIndiaTrustee[].ZipCode,Mandatory,object,Nested Object,maxLength=8; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfTrustOutIndiaTrustee[].NameOfTrust,Mandatory,object,Nested Object,maxLength=125; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfTrustOutIndiaTrustee[].AddressOfTrust,Mandatory,object,Nested Object,maxLength=200; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfTrustOutIndiaTrustee[].NameOfOtherTrustees,Mandatory,object,Nested Object,maxLength=125; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfTrustOutIndiaTrustee[].AddressOfOtherTrustees,Mandatory,object,Nested Object,maxLength=200; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfTrustOutIndiaTrustee[].NameOfSettlor,Mandatory,object,Nested Object,maxLength=125; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfTrustOutIndiaTrustee[].AddressOfSettlor,Mandatory,object,Nested Object,maxLength=200; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfTrustOutIndiaTrustee[].NameOfBeneficiaries,Mandatory,object,Nested Object,maxLength=125; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfTrustOutIndiaTrustee[].AddressOfBeneficiaries,Mandatory,object,Nested Object,maxLength=200; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfTrustOutIndiaTrustee[].DateHeld,Mandatory,string,Scalar,pattern=([12]\d{3}-(0[1-9]|1[0-2])-(0[1-9]|[12]\d|3[01])),,Date in YYYY-MM-DD format,,
ITR2.ScheduleFA.DetailsOfTrustOutIndiaTrustee[].IncDrvTaxFlag,Mandatory,object,Nested Object,,"Y, N",Y - Yes; N - No, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfTrustOutIndiaTrustee[].IncDrvFromTrust,Optional,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleFA.DetailsOfTrustOutIndiaTrustee[].IncOfferedAmt,Optional,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleFA.DetailsOfTrustOutIndiaTrustee[].IncOfferedSch,Optional,object,Nested Object,,"SA, HP, CG, OS, EI, NI",SA - Salary; HP - House Property; CG - Capital Gains; OS - Other Sources; EI - Exempt Income; NI - No Income during the year, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfTrustOutIndiaTrustee[].IncOfferedSchNo,Optional,object,Nested Object,maxLength=50,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfOthSourcesIncOutsideIndia,Optional,array,Array,,,,,items: object
ITR2.ScheduleFA.DetailsOfOthSourcesIncOutsideIndia[].CountryName,Mandatory,object,Nested Object,maxLength=55; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfOthSourcesIncOutsideIndia[].CountryCodeExcludingIndia,Mandatory,object,Nested Object,,"93, 1001, 355, 213, 684, 376, 244, 1264, 1010, 1268, 54, 374, 297, 61, 43, 994, 1242, 973, 880, 1246 ... (+229 more)",93:AFGHANISTAN; 1001:ÅLAND ISLANDS; 355:ALBANIA; 213:ALGERIA; 684:AMERICAN SAMOA; 376:ANDORRA; 244:ANGOLA; 1264:ANGUILLA; 1010:ANTARCTICA; 1268:ANTIGUA AND BARBUDA; 54:ARGENTINA; 374:ARMENIA; 297:ARUB,CountryCodeExcludingIndia (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfOthSourcesIncOutsideIndia[].ZipCode,Mandatory,object,Nested Object,maxLength=8; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfOthSourcesIncOutsideIndia[].NameOfPerson,Mandatory,object,Nested Object,maxLength=125; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfOthSourcesIncOutsideIndia[].AddressOfPerson,Mandatory,object,Nested Object,maxLength=200; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfOthSourcesIncOutsideIndia[].IncDerived,Optional,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleFA.DetailsOfOthSourcesIncOutsideIndia[].NatureOfInc,Mandatory,object,Nested Object,maxLength=100; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfOthSourcesIncOutsideIndia[].IncDrvTaxFlag,Mandatory,object,Nested Object,,"Y, N",Y - Yes; N - No, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfOthSourcesIncOutsideIndia[].IncOfferedAmt,Optional,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleFA.DetailsOfOthSourcesIncOutsideIndia[].IncOfferedSch,Optional,object,Nested Object,,"SA, HP, CG, OS, EI, NI",SA - Salary; HP - House Property; CG - Capital Gains; OS - Other Sources; EI - Exempt Income; NI - No Income during the year, (allOf: nonEmptyString),
ITR2.ScheduleFA.DetailsOfOthSourcesIncOutsideIndia[].IncOfferedSchNo,Optional,object,Nested Object,maxLength=50,,, (allOf: nonEmptyString),
ITR2.Schedule5A2014,Optional,object,Nested Object,,,Schedule 5A Information regarding apportionment of income between spouses governed by Portuguese Civil Code,Schedule5A2014,
ITR2.Schedule5A2014.NameOfSpouse,Mandatory,object,Nested Object,maxLength=125; minLength=1,,, (allOf: nonEmptyString),
ITR2.Schedule5A2014.PANOfSpouse,Mandatory,object,Nested Object,pattern=[A-Z]{5}[0-9]{4}[A-Z],,, (allOf: nonEmptyString),
ITR2.Schedule5A2014.AadhaarOfSpouse,Optional,object,Nested Object,pattern=[0-9]{12},,, (allOf: nonEmptyString),
ITR2.Schedule5A2014.HPHeadIncome,Mandatory,object,Nested Object,,,,Sch5AIncType,
ITR2.Schedule5A2014.HPHeadIncome.IncRecvdUndHead,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.Schedule5A2014.HPHeadIncome.AmtApprndOfSpouse,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.Schedule5A2014.HPHeadIncome.AmtTDSDeducted,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.Schedule5A2014.HPHeadIncome.TDSApprndOfSpouse,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.Schedule5A2014.CapGainHeadIncome,Mandatory,object,Nested Object,,,,Sch5AIncType,
ITR2.Schedule5A2014.CapGainHeadIncome.IncRecvdUndHead,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.Schedule5A2014.CapGainHeadIncome.AmtApprndOfSpouse,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.Schedule5A2014.CapGainHeadIncome.AmtTDSDeducted,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.Schedule5A2014.CapGainHeadIncome.TDSApprndOfSpouse,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.Schedule5A2014.OtherSourcesHeadIncome,Mandatory,object,Nested Object,,,,Sch5AIncType,
ITR2.Schedule5A2014.OtherSourcesHeadIncome.IncRecvdUndHead,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.Schedule5A2014.OtherSourcesHeadIncome.AmtApprndOfSpouse,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.Schedule5A2014.OtherSourcesHeadIncome.AmtTDSDeducted,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.Schedule5A2014.OtherSourcesHeadIncome.TDSApprndOfSpouse,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.Schedule5A2014.TotalHeadIncome,Mandatory,object,Nested Object,,,,Sch5AIncType,
ITR2.Schedule5A2014.TotalHeadIncome.IncRecvdUndHead,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.Schedule5A2014.TotalHeadIncome.AmtApprndOfSpouse,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.Schedule5A2014.TotalHeadIncome.AmtTDSDeducted,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.Schedule5A2014.TotalHeadIncome.TDSApprndOfSpouse,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleAL,Optional,object,Nested Object,,,,ScheduleAL,
ITR2.ScheduleAL.ImmovableDetails,Optional,array,Array,,,,,items: object
ITR2.ScheduleAL.ImmovableDetails[].Description,Mandatory,object,Nested Object,maxLength=25; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleAL.ImmovableDetails[].AddressAL,Mandatory,object,Nested Object,,,Address of immovable property in Sch AL,AddressAL,
ITR2.ScheduleAL.ImmovableDetails[].AddressAL.ResidenceNo,Mandatory,object,Nested Object,maxLength=50; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleAL.ImmovableDetails[].AddressAL.ResidenceName,Optional,object,Nested Object,maxLength=50; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleAL.ImmovableDetails[].AddressAL.RoadOrStreet,Optional,object,Nested Object,maxLength=50; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleAL.ImmovableDetails[].AddressAL.LocalityOrArea,Mandatory,object,Nested Object,maxLength=50; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleAL.ImmovableDetails[].AddressAL.CityOrTownOrDistrict,Mandatory,object,Nested Object,maxLength=50; minLength=1,,, (allOf: nonEmptyString),
ITR2.ScheduleAL.ImmovableDetails[].AddressAL.StateCode,Mandatory,object,Nested Object,,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20 ... (+18 more)",01-Andaman and Nicobar islands; 02-Andhra Pradesh; 03-Arunachal Pradesh; 04-Assam; 05-Bihar; 06-Chandigarh; 07-Dadra Nagar and Haveli; 08-Daman and Diu; 09- Delhi; 10- Goa; 11-Gujarat; 12- Haryana; 13,StateCode (allOf: nonEmptyString),
ITR2.ScheduleAL.ImmovableDetails[].AddressAL.CountryCode,Mandatory,object,Nested Object,,"93, 1001, 355, 213, 684, 376, 244, 1264, 1010, 1268, 54, 374, 297, 61, 43, 994, 1242, 973, 880, 1246 ... (+230 more)",93:AFGHANISTAN; 1001:ÅLAND ISLANDS; 355:ALBANIA; 213:ALGERIA; 684:AMERICAN SAMOA; 376:ANDORRA; 244:ANGOLA; 1264:ANGUILLA; 1010:ANTARCTICA; 1268:ANTIGUA AND BARBUDA; 54:ARGENTINA; 374:ARMENIA; 297:ARUB,CountryCode (allOf: nonEmptyString),
ITR2.ScheduleAL.ImmovableDetails[].AddressAL.PinCode,Optional,integer,Scalar,pattern=[1-9]{1}[0-9]{5}; max=999999; min=100000,,,,
ITR2.ScheduleAL.ImmovableDetails[].AddressAL.ZipCode,Optional,object,Nested Object,maxLength=8,,, (allOf: nonEmptyString),
ITR2.ScheduleAL.ImmovableDetails[].Amount,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleAL.MovableAsset,Mandatory,object,Nested Object,,,,MovableAsset,
ITR2.ScheduleAL.MovableAsset.DepositsInBank,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleAL.MovableAsset.SharesAndSecurities,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleAL.MovableAsset.InsurancePolicies,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleAL.MovableAsset.LoansAndAdvancesGiven,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleAL.MovableAsset.CashInHand,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleAL.MovableAsset.JewelleryBullionEtc,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleAL.MovableAsset.ArchCollDrawPaintSulpArt,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleAL.MovableAsset.VehiclYachtsBoatsAircrafts,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleAL.LiabilityInRelatAssets,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.PartB-TI,Mandatory,object,Nested Object,,,Computation of Total Income,PartB-TI,
ITR2.PartB-TI.Salaries,Mandatory,integer,Scalar,max=99999999999999; min=0,,Income from Salary,,
ITR2.PartB-TI.IncomeFromHP,Mandatory,integer,Scalar,max=99999999999999; min=0,,Income from house property,,
ITR2.PartB-TI.CapGain,Mandatory,object,Nested Object,,,capital gains,CapGain,
ITR2.PartB-TI.CapGain.ShortTerm,Mandatory,object,Nested Object,,,Short term gains,ShortTerm,
ITR2.PartB-TI.CapGain.ShortTerm.ShortTerm20Per,Mandatory,integer,Scalar,max=99999999999999; min=0,,Short-term chargeable @ 20%,,
ITR2.PartB-TI.CapGain.ShortTerm.ShortTerm30Per,Mandatory,integer,Scalar,max=99999999999999; min=0,,Short-term chargeable @ 30%,,
ITR2.PartB-TI.CapGain.ShortTerm.ShortTermAppRate,Mandatory,integer,Scalar,max=99999999999999; min=0,,Short-term chargeable at applicable rate,,
ITR2.PartB-TI.CapGain.ShortTerm.ShortTermSplRateDTAA,Mandatory,integer,Scalar,max=99999999999999; min=0,,Short-term chargeable at special rates in India as per DTAA,,
ITR2.PartB-TI.CapGain.ShortTerm.TotalShortTerm,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.PartB-TI.CapGain.LongTerm,Mandatory,object,Nested Object,,,Long term gains,LongTerm,
ITR2.PartB-TI.CapGain.LongTerm.LongTerm12_5Per,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.PartB-TI.CapGain.LongTerm.LongTermSplRateDTAA,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.PartB-TI.CapGain.LongTerm.TotalLongTerm,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.PartB-TI.CapGain.ShortTermLongTermTotal,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.PartB-TI.CapGain.CapGains30Per115BBH,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.PartB-TI.CapGain.TotalCapGains,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.PartB-TI.IncFromOS,Mandatory,object,Nested Object,,,Income of other sources,IncFromOS,
ITR2.PartB-TI.IncFromOS.OtherSrcThanOwnRaceHorse,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.PartB-TI.IncFromOS.IncChargblSplRate,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.PartB-TI.IncFromOS.FromOwnRaceHorse,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.PartB-TI.IncFromOS.TotIncFromOS,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.PartB-TI.TotalTI,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.PartB-TI.CurrentYearLoss,Mandatory,integer,Scalar,max=99999999999999; min=0,,Losses of current year set off from CYLA,,
ITR2.PartB-TI.BalanceAfterSetoffLosses,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,Balance after set-off current year losses,,
ITR2.PartB-TI.BroughtFwdLossesSetoff,Mandatory,integer,Scalar,max=99999999999999; min=0,,Brought forward losses set off from BFLA,,
ITR2.PartB-TI.GrossTotalIncome,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,Gross Total income,,
ITR2.PartB-TI.IncChargeTaxSplRate111A112,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.PartB-TI.DeductionsUnderScheduleVIA,Mandatory,integer,Scalar,max=99999999999999; min=0,,From Schedule VIA,,
ITR2.PartB-TI.TotalIncome,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.PartB-TI.IncChargeableTaxSplRates,Mandatory,integer,Scalar,max=99999999999999; min=0,,From total of (i) of schedule SI,,
ITR2.PartB-TI.NetAgricultureIncomeOrOtherIncomeForRate,Mandatory,integer,Scalar,max=99999999999999; min=0,,From Schedule EI,,
ITR2.PartB-TI.AggregateIncome,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.PartB-TI.LossesOfCurrentYearCarriedFwd,Mandatory,integer,Scalar,max=99999999999999; min=0,,Losses of current year to be carried forward from CFL,,
ITR2.PartB-TI.DeemedIncomeUs115JC,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.PartB_TTI,Mandatory,object,Nested Object,,,Computation of tax liability on total income,PartB_TTI,
ITR2.PartB_TTI.TaxPayDeemedTotIncUs115JC,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.PartB_TTI.Surcharge,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.PartB_TTI.HealthEduCess,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.PartB_TTI.TotalTaxPayablDeemedTotInc,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.PartB_TTI.ComputationOfTaxLiability,Mandatory,object,Nested Object,,,,ComputationOfTaxLiability,
ITR2.PartB_TTI.ComputationOfTaxLiability.TaxPayableOnTI,Mandatory,object,Nested Object,,,,TaxPayableOnTI,
ITR2.PartB_TTI.ComputationOfTaxLiability.TaxPayableOnTI.TaxAtNormalRatesOnAggrInc,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.PartB_TTI.ComputationOfTaxLiability.TaxPayableOnTI.TaxAtSpecialRates,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.PartB_TTI.ComputationOfTaxLiability.TaxPayableOnTI.RebateOnAgriInc,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.PartB_TTI.ComputationOfTaxLiability.TaxPayableOnTI.TaxPayableOnTotInc,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.PartB_TTI.ComputationOfTaxLiability.Rebate87A,Mandatory,integer,Scalar,min=0; default=0,,,,
ITR2.PartB_TTI.ComputationOfTaxLiability.TaxPayableOnRebate,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.PartB_TTI.ComputationOfTaxLiability.Surcharge25ofSI,Mandatory,integer,Scalar,max=99999999999999; min=0,,115BBE Surcharge after marginal relief,,
ITR2.PartB_TTI.ComputationOfTaxLiability.SurchargeOnAboveCrore,Mandatory,integer,Scalar,max=99999999999999; min=0,,Surcharge other than 115BBE after marginal relief,,
ITR2.PartB_TTI.ComputationOfTaxLiability.Surcharge25ofSIBeforeMarginal,Mandatory,integer,Scalar,max=99999999999999; min=0,,115BBE Surcharge before marginal relief,,
ITR2.PartB_TTI.ComputationOfTaxLiability.SurchargeOnAboveCroreBeforeMarginal,Mandatory,integer,Scalar,max=99999999999999; min=0,,Surcharge other than 115BBE before marginal relief,,
ITR2.PartB_TTI.ComputationOfTaxLiability.TotalSurcharge,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.PartB_TTI.ComputationOfTaxLiability.EducationCess,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,Education Cess,,
ITR2.PartB_TTI.ComputationOfTaxLiability.GrossTaxLiability,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.PartB_TTI.ComputationOfTaxLiability.GrossTaxPayable,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
ITR2.PartB_TTI.ComputationOfTaxLiability.GrossTaxPay,Optional,object,Nested Object,,,Gross tax payable,GrossTaxPay,
ITR2.PartB_TTI.ComputationOfTaxLiability.GrossTaxPay.TaxInc17,Mandatory,integer,Scalar,max=99999999999999; min=0,,"Tax on income without including income on perquisites referred in section 17(2)(vi) received from employer, being an eligible start-up referred to in section 80-IAC ( Schedule Salary)",,
ITR2.PartB_TTI.ComputationOfTaxLiability.GrossTaxPay.TaxDeferred17,Mandatory,integer,Scalar,max=99999999999999; min=0,,"Tax deferred - relatable to income on perquisites referred in section 17(2)(vi) received from employer, being an eligible start-up referred to in section 80-IAC",,
ITR2.PartB_TTI.ComputationOfTaxLiability.GrossTaxPay.TaxDeferredPayableCY,Mandatory,integer,Scalar,max=99999999999999; min=0,,Tax deferred from earlier years but payable during current AY (Total of col. 7 of schedule Tax Deferred on ESOP),,
ITR2.PartB_TTI.ComputationOfTaxLiability.CreditUS115JD,Mandatory,integer,Scalar,max=99999999999999; min=0; default=0,,,,
